n,MSE
334,0.0005924557967458425
335,0.0005906098507241953
336,0.0005887746335959317
337,0.0005869500499549557
338,0.0005851360055224447
339,0.0005833324071302466
340,0.0005815391627045714
341,0.0005797561812499678
342,0.0005779833728335816
343,0.0005762206485696866
344,0.0005744679206044895
345,0.0005727251021011945
346,0.0005709921072253282
347,0.0005692688511303168
348,0.0005675552499433147
349,0.0005658512207512719
350,0.0005641566815872441
351,0.0005624715514169327
352,0.0005607957501254572
353,0.0005591291985043501
354,0.0005574718182387724
355,0.0005558235318949458
356,0.0005541842629077939
357,0.0005525539355687949
358,0.0005509324750140321
359,0.0005493198072124505
360,0.0005477158589543023
361,0.0005461205578397891
362,0.000544533832267889
363,0.0005429556114253694
364,0.0005413858252759818
365,0.000539824404549831
366,0.0005382712807329206
367,0.0005367263860568696
368,0.0005351896534887942
369,0.0005336610167213557
370,0.0005321404101629693
371,0.00053062776892817
372,0.0005291230288281357
373,0.0005276261263613595
374,0.000526136998704475
375,0.0005246555837032257
376,0.0005231818198635785
377,0.0005217156463429799
378,0.0005202570029417494
379,0.0005188058300946094
380,0.0005173620688623489
381,0.0005159256609236191
382,0.0005144965485668542
383,0.0005130746746823233
384,0.0005116599827543041
385,0.0005102524168533768
386,0.0005088519216288417
387,0.0005074584423012489
388,0.0005060719246550493
389,0.0005046923150313538
390,0.0005033195603208059
391,0.0005019536079565641
392,0.0005005944059073909
393,0.0004992419026708448
394,0.0004978960472665829
395,0.0004965567892297549
396,0.0004952240786045064
397,0.0004938978659375752
398,0.0004925781022719841
399,0.0004912647391408315
400,0.0004899577285611712
